Year,Month,Mission,Country,Personnel_Type,Male,Female,Total
2015,3,UNMIL,Gambia,Individual Police,12,7,19
2015,3,UNMIL,Germany,Individual Police,4,1,5
2015,3,UNMIL,Ghana,Individual Police,16,14,30
2015,3,UNMIL,India,Individual Police,12,0,12
2015,3,UNMIL,Indonesia,Experts on Mission,1,0,1
2015,3,UNMIL,Jordan,Individual Police,16,0,16
2015,3,UNMIL,Kenya,Individual Police,20,5,25
2015,3,UNMIL,Kyrgyzstan,Individual Police,1,2,3
2015,3,UNMIL,Lithuania,Individual Police,1,0,1
2015,3,UNMIL,Malaysia,Experts on Mission,5,0,5
2015,3,UNMIL,Mexico,Experts on Mission,1,0,1
2015,3,UNMIL,Namibia,Individual Police,6,3,9
2015,3,UNMIL,Nepal,Individual Police,26,2,28
2015,3,UNMIL,Niger,Experts on Mission,2,0,2
2015,3,UNMIL,Nigeria,Individual Police,30,6,36
2015,3,UNMIL,Norway,Individual Police,6,5,11
2015,3,UNMIL,Pakistan,Experts on Mission,9,0,9
2015,3,UNMIL,Paraguay,Experts on Mission,1,0,1
2015,3,UNMIL,Poland,Experts on Mission,1,0,1
2015,3,UNMIL,Qatar,Individual Police,2,1,3
2015,3,UNMIL,Romania,Individual Police,3,0,3
2015,3,UNMIL,Romania,Individual Police,6,0,6
2015,3,UNMIL,Rwanda,Individual Police,2,2,4
2015,3,UNMIL,Serbia,Individual Police,6,0,6
2015,3,UNMIL,Spain,Individual Police,24,1,25
2015,3,UNMIL,Sweden,Individual Police,7,8,15
2015,3,UNMIL,Switzerland,Individual Police,1,0,1
2015,3,UNMIL,Thailand,Individual Police,1,0,1
2015,3,UNMIL,Togo,Experts on Mission,2,0,2
2015,3,UNMIL,Turkey,Individual Police,9,1,10
2015,3,UNMIL,Uganda,Individual Police,10,2,12
2015,3,UNMIL,Ukraine,Individual Police,15,4,19
2015,3,UNMIL,Ukraine,Individual Police,2,0,2
2015,3,UNMIL,Uruguay,Individual Police,2,0,2
2015,3,UNMIL,Yemen,Individual Police,11,0,11
2015,3,UNMIL,Zambia,Individual Police,16,6,22
2015,3,UNMIL,Zimbabwe,Individual Police,20,10,30
2015,3,UNMISS,Albania,Individual Police,3,0,3
2015,3,UNMISS,Argentina,Individual Police,4,0,4
2015,3,UNMISS,Australia,Experts on Mission,1,0,1
2015,3,UNMISS,Bangladesh,Individual Police,20,2,22
2015,3,UNMISS,Bangladesh,Other,195,0,195
2015,3,UNMISS,Benin,Experts on Mission,2,0,2
2015,3,UNMISS,Bhutan,Contingent Troops,2,0,2
2015,3,UNMISS,Bolivia,Experts on Mission,3,0,3
2015,3,UNMISS,Bolivia,Individual Police,15,3,18
2015,3,UNMISS,Brazil,Individual Police,2,0,2
2015,3,UNMISS,Burundi,Contingent Troops,2,0,2
2015,3,UNMISS,Cambodia,Experts on Mission,5,0,5
2015,3,UNMISS,Canada,Experts on Mission,4,0,4
2015,3,UNMISS,China,Individual Police,15,0,15
2015,3,UNMISS,Denmark,Experts on Mission,2,0,2
2015,3,UNMISS,Egypt,Experts on Mission,3,0,3
2015,3,UNMISS,Egypt,Experts on Mission,2,0,2
2015,3,UNMISS,Ethiopia,Individual Police,21,1,22
2015,3,UNMISS,Fiji,Individual Police,9,0,9
2015,3,UNMISS,Germany,Individual Police,1,0,1
2015,3,UNMISS,Ghana,Individual Police,11,11,22
2015,3,UNMISS,Guatemala,Experts on Mission,3,0,3
2015,3,UNMISS,Guinea,Experts on Mission,2,0,2
2015,3,UNMISS,India,Individual Police,30,3,33
2015,3,UNMISS,Indonesia,Individual Police,16,0,16
2015,3,UNMISS,Japan,Contingent Troops,270,2,272
2015,3,UNMISS,Jordan,Experts on Mission,3,0,3
2015,3,UNMISS,Kenya,Individual Police,20,10,30
2015,3,UNMISS,Kyrgyzstan,Individual Police,4,0,4
2015,3,UNMISS,Mexico,Experts on Mission,2,0,2
2015,3,UNMISS,Mongolia,Experts on Mission,7,0,7
2015,3,UNMISS,Namibia,Individual Police,14,1,15
2015,3,UNMISS,Nepal,Individual Police,15,2,17
2015,3,UNMISS,Netherlands,Individual Police,15,2,17
2015,3,UNMISS,Netherlands,Experts on Mission,2,0,2
2015,3,UNMISS,Nigeria,Individual Police,19,1,20
2015,3,UNMISS,Norway,Individual Police,16,4,20
2015,3,UNMISS,Paraguay,Experts on Mission,3,0,3
2015,3,UNMISS,Peru,Experts on Mission,2,0,2
2015,3,UNMISS,Poland,Experts on Mission,1,0,1
2015,3,UNMISS,Qatar,Experts on Mission,2,0,2
2015,3,UNMISS,Romania,Individual Police,4,0,4
2015,3,UNMISS,Romania,Individual Police,6,2,8
2015,3,UNMISS,Rwanda,Individual Police,21,7,28
2015,3,UNMISS,Samoa,Individual Police,10,2,12
2015,3,UNMISS,Senegal,Individual Police,2,0,2
2015,3,UNMISS,Serbia,Individual Police,5,8,13
2015,3,UNMISS,Slovenia,Individual Police,11,12,23
2015,3,UNMISS,Spain,Individual Police,18,2,20
2015,3,UNMISS,Sweden,Individual Police,7,7,14
2015,3,UNMISS,Switzerland,Individual Police,1,0,1
2015,3,UNMISS,Switzerland,Experts on Mission,3,0,3
2015,3,UNMISS,Thailand,Experts on Mission,3,0,3
2015,3,UNMISS,Togo,Contingent Troops,1,0,1
2015,3,UNMISS,Turkey,Individual Police,18,0,18
2015,3,UNMISS,Uganda,Individual Police,15,3,18
2015,3,UNMISS,Ukraine,Individual Police,25,4,29
2015,3,UNMISS,Ukraine,Individual Police,2,2,4
2015,3,UNMISS,Ukraine,Individual Police,7,0,7
2015,3,UNMISS,Vietnam,Experts on Mission,2,0,2
2015,3,UNMISS,Yemen,Experts on Mission,9,0,9
2015,3,UNMISS,Zambia,Individual Police,20,6,26
2015,3,UNMISS,Zimbabwe,Individual Police,18,18,36
2015,3,UNMOGIP,Chile,Experts on Mission,2,0,2
2015,3,UNMOGIP,Croatia,Experts on Mission,8,0,8
2015,3,UNMOGIP,Finland,Experts on Mission,6,0,6
2015,3,UNMOGIP,Ghana,Experts on Mission,2,0,2
2015,3,UNMOGIP,Philippines,Experts on Mission,4,0,4
2015,3,UNMOGIP,Qatar,Experts on Mission,5,2,7
2015,3,UNMOGIP,Sweden,Experts on Mission,6,0,6
2015,3,UNMOGIP,Switzerland,Experts on Mission,2,0,2
2015,3,UNMOGIP,Thailand,Experts on Mission,1,2,3
2015,3,UNMOGIP,Uruguay,Experts on Mission,2,0,2
2015,3,UNOCI,Bangladesh,Other,180,0,180
2015,3,UNOCI,Benin,Individual Police,51,3,54
2015,3,UNOCI,Bolivia,Experts on Mission,3,0,3
2015,3,UNOCI,Brazil,Experts on Mission,3,0,3
2015,3,UNOCI,Bulgaria,Individual Police,47,7,54
2015,3,UNOCI,Burundi,Individual Police,64,1,65
2015,3,UNOCI,Cameroon,Individual Police,2,12,14
2015,3,UNOCI,Canada,Individual Police,6,0,6
2015,3,UNOCI,Chad,Individual Police,7,3,10
2015,3,UNOCI,China,Experts on Mission,6,0,6
2015,3,UNOCI,Djibouti,Individual Police,14,2,16
2015,3,UNOCI,Djibouti,Individual Police,14,0,14
2015,3,UNOCI,Ecuador,Experts on Mission,2,0,2
2015,3,UNOCI,Egypt,Individual Police,25,0,25
2015,3,UNOCI,Egypt,Experts on Mission,3,0,3
2015,3,UNOCI,Ethiopia,Experts on Mission,0,2,2
2015,3,UNOCI,France,Individual Police,7,0,7
2015,3,UNOCI,Gambia,Experts on Mission,1,2,3
2015,3,UNOCI,Ghana,Individual Police,5,0,5
2015,3,UNOCI,Guatemala,Experts on Mission,5,0,5
2015,3,UNOCI,Guinea,Experts on Mission,1,0,1
2015,3,UNOCI,India,Experts on Mission,9,0,9
2015,3,UNOCI,Ireland,Experts on Mission,2,0,2
2015,3,UNOCI,Jordan,Individual Police,11,0,11
2015,3,UNOCI,Kazakhstan,Experts on Mission,2,0,2
2015,3,UNOCI,Madagascar,Individual Police,3,0,3
2015,3,UNOCI,Malawi,Experts on Mission,3,0,3
2015,3,UNOCI,Mauritania,Other,139,0,139
2015,3,UNOCI,Mexico,Experts on Mission,2,0,2
2015,3,UNOCI,Morocco,Contingent Troops,718,0,718
2015,3,UNOCI,Namibia,Experts on Mission,1,1,2
2015,3,UNOCI,Nepal,Experts on Mission,3,0,3
2015,3,UNOCI,Niger,Individual Police,40,3,43
2015,3,UNOCI,Nigeria,Individual Police,3,1,4
2015,3,UNOCI,Pakistan,Other,190,0,190
2015,3,UNOCI,Paraguay,Experts on Mission,1,0,1
2015,3,UNOCI,Peru,Experts on Mission,2,0,2
2015,3,UNOCI,Poland,Experts on Mission,1,0,1
2015,3,UNOCI,Qatar,Experts on Mission,2,0,2
2015,3,UNOCI,Romania,Experts on Mission,5,1,6
2015,3,UNOCI,Romania,Experts on Mission,6,0,6
2015,3,UNOCI,Rwanda,Individual Police,20,14,34
2015,3,UNOCI,Senegal,Individual Police,33,0,33
2015,3,UNOCI,Serbia,Experts on Mission,6,0,6
2015,3,UNOCI,Spain,Contingent Troops,1,0,1
2015,3,UNOCI,Switzerland,Individual Police,1,0,1
2015,3,UNOCI,Switzerland,Experts on Mission,0,2,2
2015,3,UNOCI,Togo,Individual Police,4,1,5
2015,3,UNOCI,Tunisia,Individual Police,53,0,53
2015,3,UNOCI,Turkey,Individual Police,8,1,9
2015,3,UNOCI,Uganda,Experts on Mission,4,1,5
2015,3,UNOCI,Ukraine,Individual Police,12,1,13
2015,3,UNOCI,Uruguay,Experts on Mission,1,0,1
2015,3,UNOCI,Vanuatu,Individual Police,2,1,3
2015,3,UNOCI,Yemen,Individual Police,15,0,15
2015,3,UNOCI,Zambia,Experts on Mission,0,1,1
2015,3,UNOCI,Zimbabwe,Experts on Mission,2,1,3
2015,3,UNTSO,Argentina,Experts on Mission,3,0,3
2015,3,UNTSO,Australia,Experts on Mission,8,2,10
2015,3,UNTSO,Austria,Experts on Mission,4,0,4
2015,3,UNTSO,Belgium,Experts on Mission,2,0,2
2015,3,UNTSO,Bhutan,Experts on Mission,1,0,1
2015,3,UNTSO,Canada,Experts on Mission,7,0,7
2015,3,UNTSO,Chile,Experts on Mission,3,0,3
2015,3,UNTSO,China,Experts on Mission,4,0,4
2015,3,UNTSO,Denmark,Experts on Mission,10,0,10
2015,3,UNTSO,Estonia,Experts on Mission,4,0,4
2015,3,UNTSO,Fiji,Experts on Mission,1,0,1
2015,3,UNTSO,Finland,Experts on Mission,16,1,17
2015,3,UNTSO,France,Experts on Mission,1,0,1
2015,3,UNTSO,Ireland,Experts on Mission,12,0,12
2015,3,UNTSO,Nepal,Experts on Mission,4,0,4
2015,3,UNTSO,Netherlands,Experts on Mission,11,1,12
2015,3,UNTSO,Netherlands,Experts on Mission,5,2,7
2015,3,UNTSO,Norway,Experts on Mission,12,0,12
2015,3,UNTSO,Romania,Experts on Mission,4,0,4
2015,3,UNTSO,Serbia,Experts on Mission,1,0,1
2015,3,UNTSO,Slovakia,Experts on Mission,2,0,2
2015,3,UNTSO,Slovenia,Experts on Mission,3,0,3
2015,3,UNTSO,Sweden,Experts on Mission,7,0,7
2015,3,UNTSO,Switzerland,Experts on Mission,13,1,14
2015,3,UNTSO,Ukraine,Experts on Mission,2,0,2
2015,4,MINURSO,Argentina,Individual Police,0,1,1
2015,4,MINURSO,Austria,Experts on Mission,3,0,3
2015,4,MINURSO,Bangladesh,Experts on Mission,7,0,7
2015,4,MINURSO,Brazil,Experts on Mission,8,0,8
2015,4,MINURSO,China,Experts on Mission,8,0,8
2015,4,MINURSO,Croatia,Experts on Mission,5,1,6
2015,4,MINURSO,Egypt,Individual Police,1,1,2
2015,4,MINURSO,Egypt,Experts on Mission,3,0,3
2015,4,MINURSO,France,Experts on Mission,8,0,8
2015,4,MINURSO,Germany,Experts on Mission,4,0,4
2015,4,MINURSO,Ghana,Experts on Mission,5,0,5
2015,4,MINURSO,Guinea,Experts on Mission,2,0,2
2015,4,MINURSO,Honduras,Experts on Mission,12,0,12
2015,4,MINURSO,Hungary,Experts on Mission,7,0,7
2015,4,MINURSO,India,Experts on Mission,3,0,3
2015,4,MINURSO,Indonesia,Experts on Mission,4,0,4
2015,4,MINURSO,Ireland,Experts on Mission,3,0,3
2015,4,MINURSO,Jordan,Individual Police,1,0,1
2015,4,MINURSO,Kazakhstan,Experts on Mission,3,0,3
2015,4,MINURSO,Malawi,Experts on Mission,3,0,3
2015,4,MINURSO,Malaysia,Experts on Mission,2,0,2
2015,4,MINURSO,Mongolia,Experts on Mission,3,1,4
2015,4,MINURSO,Nepal,Experts on Mission,3,0,3
2015,4,MINURSO,Nigeria,Experts on Mission,1,0,1
2015,4,MINURSO,Pakistan,Experts on Mission,13,0,13
2015,4,MINURSO,Paraguay,Experts on Mission,1,0,1
2015,4,MINURSO,Poland,Experts on Mission,1,0,1
2015,4,MINURSO,Qatar,Experts on Mission,4,0,4
2015,4,MINURSO,Romania,Experts on Mission,9,0,9
2015,4,MINURSO,Spain,Experts on Mission,3,0,3
2015,4,MINURSO,Switzerland,Experts on Mission,2,0,2
2015,4,MINURSO,Togo,Experts on Mission,1,0,1
2015,4,MINURSO,Yemen,Individual Police,2,0,2
2015,4,MINUSCA,Bangladesh,Experts on Mission,11,0,11
2015,4,MINUSCA,Benin,Individual Police,31,0,31
2015,4,MINUSCA,Bhutan,Experts on Mission,2,0,2
2015,4,MINUSCA,Bolivia,Experts on Mission,3,0,3
2015,4,MINUSCA,Brazil,Experts on Mission,3,0,3
2015,4,MINUSCA,Bulgaria,Individual Police,22,16,38
2015,4,MINUSCA,Burundi,Individual Police,4,0,4
2015,4,MINUSCA,Cambodia,Experts on Mission,6,0,6
2015,4,MINUSCA,Cameroon,Individual Police,8,1,9
2015,4,MINUSCA,Congo,Individual Police,4,0,4
2015,4,MINUSCA,Congo,Other,136,0,136
2015,4,MINUSCA,Congo,Individual Police,28,0,28
2015,4,MINUSCA,Cyprus,Experts on Mission,3,0,3
2015,4,MINUSCA,Djibouti,Individual Police,3,0,3
2015,4,MINUSCA,Djibouti,Other,107,17,124
2015,4,MINUSCA,Egypt,Experts on Mission,5,0,5
2015,4,MINUSCA,France,Individual Police,2,0,2
2015,4,MINUSCA,Gabon,Experts on Mission,3,0,3
2015,4,MINUSCA,Gambia,Experts on Mission,1,1,2
2015,4,MINUSCA,Ghana,Individual Police,2,0,2
2015,4,MINUSCA,Guatemala,Experts on Mission,2,0,2
2015,4,MINUSCA,Guinea,Individual Police,6,3,9
2015,4,MINUSCA,Hungary,Experts on Mission,2,0,2
2015,4,MINUSCA,Indonesia,Experts on Mission,6,0,6
2015,4,MINUSCA,Jordan,Individual Police,2,0,2
2015,4,MINUSCA,Kenya,Experts on Mission,5,1,6
2015,4,MINUSCA,Madagascar,Individual Police,1,0,1
2015,4,MINUSCA,Mali,Individual Police,10,0,10
2015,4,MINUSCA,Mauritania,Experts on Mission,4,0,4
2015,4,MINUSCA,Mexico,Experts on Mission,1,1,2
2015,4,MINUSCA,Morocco,Experts on Mission,2,0,2
2015,4,MINUSCA,Nepal,Experts on Mission,3,0,3
2015,4,MINUSCA,Niger,Individual Police,11,1,12
2015,4,MINUSCA,Pakistan,Experts on Mission,10,0,10
2015,4,MINUSCA,Paraguay,Experts on Mission,1,0,1
2015,4,MINUSCA,Peru,Experts on Mission,5,0,5
2015,4,MINUSCA,Romania,Individual Police,6,4,10
2015,4,MINUSCA,Rwanda,Individual Police,11,15,26
2015,4,MINUSCA,Senegal,Individual Police,16,0,16
2015,4,MINUSCA,Serbia,Experts on Mission,2,0,2
2015,4,MINUSCA,Spain,Experts on Mission,5,0,5
2015,4,MINUSCA,Thailand,Contingent Troops,1,0,1
2015,4,MINUSCA,Tunisia,Individual Police,27,2,29
2015,4,MINUSCA,Turkey,Individual Police,0,1,1
2015,4,MINUSCA,Ukraine,Contingent Troops,5,1,6
2015,4,MINUSCA,Vietnam,Contingent Troops,2,0,2
2015,4,MINUSCA,Yemen,Individual Police,2,0,2
2015,4,MINUSCA,Zambia,Experts on Mission,6,2,8
2015,4,MINUSMA,Bangladesh,Other,158,0,158
2015,4,MINUSMA,Benin,Individual Police,27,1,28
2015,4,MINUSMA,Bolivia,Contingent Troops,2,0,2
2015,4,MINUSMA,Bulgaria,Individual Police,20,2,22
2015,4,MINUSMA,Burundi,Individual Police,15,0,15
2015,4,MINUSMA,Cambodia,Contingent Troops,311,10,321
2015,4,MINUSMA,Cameroon,Individual Police,17,1,18
2015,4,MINUSMA,Canada,Contingent Troops,1,0,1
2015,4,MINUSMA,Chad,Individual Police,4,0,4
2015,4,MINUSMA,China,Contingent Troops,389,13,402
2015,4,MINUSMA,Congo,Individual Police,11,1,12
2015,4,MINUSMA,Denmark,Contingent Troops,16,1,17
2015,4,MINUSMA,Djibouti,Individual Police,1,0,1
2015,4,MINUSMA,Djibouti,Individual Police,5,1,6
2015,4,MINUSMA,Egypt,Contingent Troops,83,0,83
2015,4,MINUSMA,Egypt,Contingent Troops,10,0,10
2015,4,MINUSMA,Estonia,Contingent Troops,2,0,2
2015,4,MINUSMA,Finland,Contingent Troops,4,0,4
2015,4,MINUSMA,France,Individual Police,5,0,5
2015,4,MINUSMA,Gambia,Contingent Troops,2,0,2
2015,4,MINUSMA,Germany,Individual Police,8,0,8
2015,4,MINUSMA,Ghana,Individual Police,1,0,1
2015,4,MINUSMA,Guinea,Individual Police,4,1,5
2015,4,MINUSMA,Guinea,Contingent Troops,1,0,1
2015,4,MINUSMA,Indonesia,Contingent Troops,37,2,39
2015,4,MINUSMA,Italy,Contingent Troops,2,0,2
2015,4,MINUSMA,Jordan,Individual Police,3,0,3
2015,4,MINUSMA,Kenya,Contingent Troops,3,1,4
2015,4,MINUSMA,Liberia,Contingent Troops,42,4,46
2015,4,MINUSMA,Madagascar,Individual Police,2,0,2
2015,4,MINUSMA,Mauritania,Contingent Troops,6,0,6
2015,4,MINUSMA,Nepal,Contingent Troops,187,4,191
2015,4,MINUSMA,Netherlands,Individual Police,18,5,23
2015,4,MINUSMA,Netherlands,Contingent Troops,655,32,687
2015,4,MINUSMA,Niger,Individual Police,8,1,9
2015,4,MINUSMA,Nigeria,Individual Police,2,0,2
2015,4,MINUSMA,Norway,Contingent Troops,20,2,22
2015,4,MINUSMA,Portugal,Contingent Troops,45,4,49
2015,4,MINUSMA,Romania,Individual Police,2,0,2
2015,4,MINUSMA,Rwanda,Individual Police,1,0,1
2015,4,MINUSMA,Senegal,Individual Police,9,2,11
2015,4,MINUSMA,Serbia,Contingent Troops,4,0,4
2015,4,MINUSMA,Sweden,Individual Police,1,0,1
2015,4,MINUSMA,Switzerland,Contingent Troops,1,0,1
2015,4,MINUSMA,Togo,Individual Police,4,0,4
2015,4,MINUSMA,Tunisia,Individual Police,10,0,10
2015,4,MINUSMA,Turkey,Individual Police,4,0,4
2015,4,MINUSMA,Ukraine,Contingent Troops,2,0,2
2015,4,MINUSMA,Ukraine,Contingent Troops,18,0,18
2015,4,MINUSMA,Yemen,Individual Police,9,0,9
2015,4,MINUSTAH,Argentina,Individual Police,8,2,10
2015,4,MINUSTAH,Bangladesh,Individual Police,5,0,5
2015,4,MINUSTAH,Benin,Individual Police,43,0,43
2015,4,MINUSTAH,Bolivia,Contingent Troops,185,20,205
2015,4,MINUSTAH,Brazil,Individual Police,9,0,9
2015,4,MINUSTAH,Bulgaria,Individual Police,51,9,60
2015,4,MINUSTAH,Burundi,Individual Police,13,1,14
2015,4,MINUSTAH,Cameroon,Individual Police,4,1,5
2015,4,MINUSTAH,Canada,Individual Police,69,20,89
2015,4,MINUSTAH,Chad,Individual Police,7,0,7
2015,4,MINUSTAH,Chile,Individual Police,7,4,11
2015,4,MINUSTAH,Colombia,Individual Police,14,0,14
2015,4,MINUSTAH,Congo,Individual Police,27,3,30
2015,4,MINUSTAH,Croatia,Individual Police,1,0,1
2015,4,MINUSTAH,Ecuador,Contingent Troops,6,0,6
2015,4,MINUSTAH,Egypt,Individual Police,10,0,10
2015,4,MINUSTAH,Egypt,Individual Police,4,0,4
2015,4,MINUSTAH,Egypt,Contingent Troops,34,0,34
2015,4,MINUSTAH,France,Individual Police,15,1,16
2015,4,MINUSTAH,Grenada,Individual Police,2,0,2
2015,4,MINUSTAH,Guatemala,Contingent Troops,128,9,137
2015,4,MINUSTAH,Guinea,Individual Police,11,0,11
2015,4,MINUSTAH,Honduras,Contingent Troops,37,0,37
2015,4,MINUSTAH,India,Other,420,0,420
2015,4,MINUSTAH,Indonesia,Individual Police,6,1,7
2015,4,MINUSTAH,Jamaica,Individual Police,2,0,2
2015,4,MINUSTAH,Jordan,Individual Police,13,0,13
2015,4,MINUSTAH,Kyrgyzstan,Individual Police,1,0,1
2015,4,MINUSTAH,Madagascar,Individual Police,1,1,2
2015,4,MINUSTAH,Mali,Individual Police,28,3,31
2015,4,MINUSTAH,Mexico,Contingent Troops,2,0,2
2015,4,MINUSTAH,Nepal,Individual Police,10,1,11
2015,4,MINUSTAH,Niger,Individual Police,14,0,14
2015,4,MINUSTAH,Nigeria,Individual Police,2,1,3
2015,4,MINUSTAH,Norway,Individual Police,3,3,6
2015,4,MINUSTAH,Pakistan,Other,143,0,143
2015,4,MINUSTAH,Paraguay,Individual Police,1,0,1
2015,4,MINUSTAH,Peru,Contingent Troops,498,32,530
2015,4,MINUSTAH,Philippines,Individual Police,14,1,15
2015,4,MINUSTAH,Romania,Individual Police,31,4,35
2015,4,MINUSTAH,Romania,Individual Police,3,0,3
2015,4,MINUSTAH,Rwanda,Individual Police,0,10,10
2015,4,MINUSTAH,Senegal,Individual Police,10,0,10
2015,4,MINUSTAH,Spain,Individual Police,6,0,6
2015,4,MINUSTAH,Spain,Individual Police,5,2,7
2015,4,MINUSTAH,Tunisia,Individual Police,3,0,3
2015,4,MINUSTAH,Turkey,Individual Police,17,0,17
2015,4,MINUSTAH,Ukraine,Individual Police,27,5,32
2015,4,MINUSTAH,Uruguay,Individual Police,4,0,4
2015,4,MINUSTAH,Vanuatu,Individual Police,2,0,2
2015,4,MINUSTAH,Yemen,Individual Police,24,0,24
2015,4,MONUSCO,Bangladesh,Other,44,79,123
2015,4,MONUSCO,Belgium,Contingent Troops,2,0,2
2015,4,MONUSCO,Benin,Individual Police,30,1,31
2015,4,MONUSCO,Bolivia,Experts on Mission,8,1,9
2015,4,MONUSCO,Bolivia,Experts on Mission,5,0,5
2015,4,MONUSCO,Brazil,Experts on Mission,1,0,1
2015,4,MONUSCO,Bulgaria,Individual Police,21,19,40
2015,4,MONUSCO,Cameroon,Individual Police,15,12,27
2015,4,MONUSCO,Canada,Contingent Troops,8,0,8
2015,4,MONUSCO,Chad,Individual Police,4,2,6
2015,4,MONUSCO,China,Experts on Mission,13,0,13
2015,4,MONUSCO,Congo,Individual Police,10,3,13
2015,4,MONUSCO,Cyprus,Experts on Mission,3,0,3
2015,4,MONUSCO,Egypt,Individual Police,2,0,2
2015,4,MONUSCO,France,Individual Police,7,1,8
2015,4,MONUSCO,Ghana,Individual Police,2,0,2
2015,4,MONUSCO,Guatemala,Experts on Mission,1,0,1
2015,4,MONUSCO,Guinea,Individual Police,13,3,16
2015,4,MONUSCO,India,Other,266,4,270
2015,4,MONUSCO,Indonesia,Experts on Mission,13,0,13
2015,4,MONUSCO,Indonesia,Contingent Troops,175,0,175
2015,4,MONUSCO,Ireland,Contingent Troops,6,0,6
2015,4,MONUSCO,Jordan,Individual Police,4,0,4
2015,4,MONUSCO,Kenya,Experts on Mission,13,1,14
2015,4,MONUSCO,Madagascar,Individual Police,2,1,3
2015,4,MONUSCO,Malawi,Experts on Mission,8,1,9
2015,4,MONUSCO,Malaysia,Experts on Mission,8,1,9
2015,4,MONUSCO,Mali,Individual Police,34,5,39
2015,4,MONUSCO,Morocco,Experts on Mission,2,0,2
2015,4,MONUSCO,Nepal,Experts on Mission,8,0,8
2015,4,MONUSCO,Niger,Individual Police,26,5,31
2015,4,MONUSCO,Nigeria,Individual Police,6,0,6
2015,4,MONUSCO,Pakistan,Experts on Mission,44,0,44
2015,4,MONUSCO,Paraguay,Experts on Mission,13,0,13
2015,4,MONUSCO,Peru,Experts on Mission,8,1,9
2015,4,MONUSCO,Poland,Experts on Mission,2,0,2
2015,4,MONUSCO,Romania,Individual Police,0,1,1
2015,4,MONUSCO,Romania,Individual Police,2,0,2
2015,4,MONUSCO,Senegal,Individual Police,30,2,32
2015,4,MONUSCO,Serbia,Contingent Troops,11,3,14
2015,4,MONUSCO,Slovenia,Experts on Mission,4,1,5
2015,4,MONUSCO,Spain,Experts on Mission,4,0,4
2015,4,MONUSCO,Sweden,Individual Police,2,5,7
2015,4,MONUSCO,Switzerland,Individual Police,1,0,1
2015,4,MONUSCO,Togo,Individual Police,15,2,17
2015,4,MONUSCO,Tunisia,Individual Police,17,2,19
2015,4,MONUSCO,Turkey,Individual Police,2,0,2
2015,4,MONUSCO,Ukraine,Individual Police,2,1,3
2015,4,MONUSCO,Ukraine,Contingent Troops,5,0,5
2015,4,MONUSCO,Ukraine,Contingent Troops,1,2,3
2015,4,MONUSCO,Uruguay,Experts on Mission,15,0,15
2015,4,MONUSCO,Yemen,Individual Police,9,0,9
2015,4,MONUSCO,Zambia,Experts on Mission,12,3,15
2015,4,UNAMA,Australia,Experts on Mission,2,0,2
2015,4,UNAMA,Bolivia,Individual Police,0,1,1
2015,4,UNAMA,Cyprus,Experts on Mission,2,0,2
2015,4,UNAMA,Finland,Individual Police,1,0,1
2015,4,UNAMA,Germany,Experts on Mission,3,0,3
2015,4,UNAMA,India,Individual Police,0,1,1
2015,4,UNAMA,Lithuania,Experts on Mission,1,0,1
2015,4,UNAMA,Mongolia,Experts on Mission,1,0,1
2015,4,UNAMA,Netherlands,Individual Police,1,0,1
2015,4,UNAMA,Poland,Experts on Mission,1,0,1
2015,4,UNAMA,Portugal,Experts on Mission,1,0,1
2015,4,UNAMA,Romania,Experts on Mission,2,0,2
2015,4,UNAMA,Sweden,Experts on Mission,1,0,1
2015,4,UNAMA,Turkey,Experts on Mission,1,0,1
2015,4,UNAMI,Fiji,Contingent Troops,131,12,143
2015,4,UNAMI,India,Experts on Mission,1,0,1
2015,4,UNAMI,Nepal,Contingent Troops,73,4,77
2015,4,UNAMID,Bangladesh,Individual Police,27,2,29
2015,4,UNAMID,Bolivia,Experts on Mission,2,0,2
2015,4,UNAMID,Bulgaria,Individual Police,9,2,11
2015,4,UNAMID,Burundi,Individual Police,39,2,41
2015,4,UNAMID,Burundi,Experts on Mission,7,0,7
2015,4,UNAMID,Cambodia,Experts on Mission,1,0,1
2015,4,UNAMID,Cameroon,Individual Police,6,6,12
2015,4,UNAMID,China,Contingent Troops,231,0,231
2015,4,UNAMID,Djibouti,Other,139,0,139
2015,4,UNAMID,Ecuador,Experts on Mission,1,0,1
2015,4,UNAMID,Egypt,Individual Police,130,0,130
2015,4,UNAMID,Ethiopia,Individual Police,11,0,11
2015,4,UNAMID,Gambia,Individual Police,61,27,88
2015,4,UNAMID,Germany,Individual Police,5,0,5
2015,4,UNAMID,Ghana,Individual Police,46,95,141
2015,4,UNAMID,Indonesia,Individual Police,9,6,15
2015,4,UNAMID,Iran,Experts on Mission,2,0,2
2015,4,UNAMID,Jamaica,Individual Police,5,7,12
2015,4,UNAMID,Jordan,Individual Police,146,10,156
2015,4,UNAMID,Kenya,Experts on Mission,2,1,3
2015,4,UNAMID,Kyrgyzstan,Individual Police,5,0,5
2015,4,UNAMID,Kyrgyzstan,Experts on Mission,2,0,2
2015,4,UNAMID,Lesotho,Experts on Mission,2,0,2
2015,4,UNAMID,Madagascar,Individual Police,4,1,5
2015,4,UNAMID,Malawi,Individual Police,14,6,20
2015,4,UNAMID,Malaysia,Individual Police,14,0,14
2015,4,UNAMID,Mongolia,Contingent Troops,38,32,70
